school_name,comment
贵州师范大学求是学院,"先锋,评论"
贵州师范学院,"市中心,学分,二本,过得去,放学,澡堂,寝室,极窄,师范大学,大专,实验课,中专,乌当,坐牢,小卖部,学号,灵异"
贵州应用技术职业学院,"溢出,屁袋,女朋友,Number,没修,后备军"
贵州建设职业技术学院,"滚出去,谈不起,六分,和尚,志愿,祝你成功,张晓峰,贵州,对象,中专"
贵州护理职业技术学院,"食堂,一所,楚水,肽键"
贵州文化旅游职业学院,"读文旅,区别对待"
贵州机电职业技术学院,"水管,停水,机电"
贵州民族大学,"大四,美好,堕落街,长跑,贵大,211,抖音,谢谢,贵州,有全,考笔,晚自习,体育,果篮,开房,180,一般般,专升本,COS,改分,分数,想考,民大,甩水,二课,母校"
贵州民用航空职业学院,"讨厌,感受,民办,自然风,rm"
贵州水利水电职业技术学院,"没水,宿舍,教学资源,规避,一星,姓王,停水,不该,有个,爆改,高中,事真多,只认"
贵州理工学院,"有课,我电自,一百零五,资勘,聚集地,学长,杜宾哥,清华,大生,理工,一本,19,校徽,勾史,武镇,不来,挂职,学院,野鸡大学,八块钱,顶流"
贵州电子信息职业技术学院,"马河,高分,停电,校区,10,21,一对,秀妈,PLC,双排,电校"
贵州电子商务职业技术学院,"我进,一栋,退学,人间,十头,没话,小便,请个"
贵州电子科技职业学院,"富士康,原因,早晚自习,中专,贵安,满昏,依托,吃饭,淫声,大专,公办,鸟来,寝室,1000"
贵州盛华职业学院,"早上,垃圾,民办,盛华干"
贵州经贸职业技术学院,"排球网,你行,放假,一只,十几号,哈哈哈哈,南校区,鸡儿"
贵州职业技术学院,"名字,大坡,开不完,wbg3,进好,专科,六颗,开放,公办"
贵州航天职业技术学院,"王顺祥,14,个价,刚建,学生会,航天,苟同,贵校,样子,毕业,人数,麦莹,三局,NB,我过,空乘"
贵州航空职业技术学院,"进产线,满昏,断水,门口,掉线,停水,牢弟"
贵州装备制造职业学院,"爆改,电子厂,79,寒暑假,上辈子,缘分"
贵州财经大学,"东区,八流,谢建亮,热水,客观真理,勾史,公办,蟑烘邦,十一点半,区别对待,调剂,事多麻,财大,大四,挖俩,男寝,苏大,电都,吴尚昆"
贵州财经职业学院,"麻雀,不要命"
贵州轻工职业技术学院,"医务室,学到,宁做,cff,王牌,富士康,黄土背,大学城,断个,扫黄,公办,本科,谢云飞,习水"
贵阳学院,"唐嘉打,保养,千万别,七栋,猴子,警院,龙洞,贵院,离谱,会会会,校标,大专,公办,LD"
贵阳幼儿师范高等专科学校,"幼师,体教,清镇,停水,六分,合并,穆玲宇,学姐"
贵阳职业技术学院,"罗院,贵职院,后悔,停水,校规"
贺州学院,"强制,北苑,思政,只在乎,视钱,这所,太棒了,喝粥,比赛,城市,贺州,热水,app,七天,早读,晚上,擦边,文传,避雷,地理位置,早晚自习,人才,三节课,补课,课表,整就,6.25"
资阳口腔职业学院,"举报,民办,PPT"
资阳环境科技职业学院,"太贵,专坑,稳定,大山,养老院,喜欢,民办,舍友,高考"
赣东学院,"精神,冒充,越烂,屁袋,常含,冻到,宋涛,赣东,制让,牛魔,早操,葛少,手机,牛肉,学弟,追梦人,日狗,本部"
赣南医学院,"逊彬,医科大学,医科大,巨牛,吉吉,改六,worry,公办,赣医,被删,重启,查寝,种树,不行,23,儿子,哈哈哈哈,学长,好好,贵校,coke,水平,垃圾,我用,人杰地灵,文明,虚空,努把力,人梦,红土地,欺负"
赣南卫生健康职业学院,"公办,我帅,装修,朋友,女朋友,一星"
赣南师范大学,"山沟沟,蓝海,星期一,赣南,北苑,晚自习,甲级战犯,二十点,师大,有时候,乐色,一星,坡儿,小号,颇似,校园,就行,变差,老子,班主任,张鑫然,佳佳,五毛,学校,要纸,课间,答题,不错"
赣南师范大学科技学院,"说人话,熄灯,木子,学校,狗史,科院,民办,男神"
赣南科技学院,"神头,外卖,宿舍楼,满分,晾衣杆,难吃,孙笑川,江理,初高中,母校,放鞋"
赣州师范高等专科学校,"水课,落榜生,急用,太严,构事,爬坡,有群,外卖,公办,停水,读个,呼之来,不及格"
赣州职业技术学院,"女寝堪,谢文杰,大专,史中王,军事化,比和君,包史,学长"
赣西科技职业学院,"民办,战斗机,新余,高中,垃圾,200,晚自习,校长,黄毛"
赤峰学院,"园多,tmd,西施,一本,有个,比三比,健美操,考研,比事,生花,天一,层级,学习,开学,学校,会儿,徐财浩,高中,舍友,蛮夷,赤峰,塞北,两点,气派,一套,院有,一类,公办,哈哈哈,万买,马儿跑,人真,比民大低,拉倒,危楼,抹黑,牙科,比鸿德强,留学生,跟旱,广深,宋其,寒假,官威,冒充,14,一流,五颗星,高中生,985"
赤峰工业职业技术学院,"复读,这特,22,公办,保洁,23,电子厂,4.1,11,混进来,18,学校,高中,3.9,纯纯"
赤峰应用技术职业学院,"不信谣,这一看,逼事,学姐,不样,400,枯燥无味,舍友,海星,终日,高职,23,高中,事儿,本校,坐电梯,学生会,小伙,校门口,下桌,全印,事是,大到,10,赤峰,电梯,学校食堂,刘亦菲"
辽东学院,"六星,自我陶醉,裤子,徐静雨,冷似,早八,黄景,别找,大专,东西,没毒,别来,老弟,公办,厕所,别硬,臭果,害人害己,北校区,马场,卧槽,我爸,侮辱,抗美援朝,告白,鸭绿江畔"
辽宁中医药大学,"中医,23,过街天桥,专业本科,体育,柠檬,人寝,大渣,像史,吉林,暖气,子涵,满分,皇姑,六星,沈体"
辽宁中医药大学杏林学院,"丧家之犬,遥想,吃饭,沈北,五年,13,中医,民办,老登,瘠薄"
辽宁传媒学院,"辽宁,栩栩如生,学费,王八,朋友,能排,好帅,扎心,温床,学校,董雨婷,瓜子,大专,八股,史上,查寝,晚点,四环,合作,大四,集贸,极限,魔查,没什么,民办"
辽宁何氏医学院,"口味,何氏,学校,博文,未来,挨冻,校园,校区,0.1,学习,记住,香草,接住,大伯,辽宁,中国,医学院,外卖,冲水,医谁会,流放,自愧不如,放心,幼儿园,生病,民办,行政,人文,打星,玩意"
辽宁农业职业技术学院,"托儿,早操,体育部,比锦医强,恶心,慕名而来,真无语,查寝,真挺,辽农,苛政,辽宁,校徽,广西,杨伟忱,差劲,学生会,小学,我求,一分,一星,官威,五星,沟八,word,比早,不考"
辽宁冶金职业技术学院,"六星,cjb,六分,1950,早操,开不起,滚离,分期付款,哈西,牛魔,几把,一分,反物质"
辽宁医药职业学院,"一家独大,大专,美丑,别来爱,眼视光,男寝,舍友,山里,垃圾,课收"
辽宁地质工程职业学院,"辽地,笔晕,外卖,导员,校企,女备,恶习,没读,raper,吱声,有人,基层"
辽宁城市建设职业技术学院,"Jh,22,应届生,百分百,一分,叫马,垃圾,不去,分期付款,太次,查寝,16,洗脚,公办"
辽宁大学,"公办,学姐,能保,疫情,辽带,指不上,装个,避雷,啥币,打六星,恶意,前女友,垃圾桶,nt,孩子,收分,东大,大学,就行,地雷,教学楼,国贸,太棒了,烧烤,太差,无所谓,学费,赶紧,校区,学术,不端,老师,高等,政法大学,照顾,爸妈,百鸟,大连理工,各显神通,辽大,张杰,冬凉,专业课,哈哈哈,财经,才华,注定,文科,扫雷,课上,211,wjr,二本,院士,母校,头筹,保研,年年如此,原神,分上,寝室,第一,五星,心灵鸡汤,法学院,一星,冬菜"
辽宁对外经贸学院,"好评,民办,怎么着,辽宁,垃圾场,教育课,评分,最贵,垃圾,六星,倒数,对不起,一星,下限,专科,对外经贸,满分,直呼,笋子,拉比,大学,残暴,随便,damn,立正,客观,评论,巴掌,天天,听过,学校,索然无味,录取分数,一交"
辽宁工业大学,"北九导员,不来,清华北大,玩意,六颗,红楼,解封,皮城,666,没人查,没收,四万,有个,一条街,啥意思,烧烤,号楼,母校,任艺,垃圾,东门,南区,上楼,极限,清华,导员,北软,北区,28,渤大,南六,狗卷,狗屁,辽铁,PPT,很难,吴峰,害行,全是,前女友"
辽宁工程技术大学,"低分,宝君,大专,想当年,矿业大学,公办,三分钟,母校,北校,辽宁,挺高,牛波,舍友,年前,轻工,露怯,纯纯,陈天鹏,外卖,家门口,横批,二本,不行,大学,学校,冒菜,垃圾,赵德汉,没单,墙才,后悔,底蕴,诚朴,早日,选课,豁牙,底线,一星,工大,冒充,考试,极限"
辽宁工程职业学院,"集贸,书钱,学生,缺钱,铁岭,码士朵,依托,麻将馆,一分"
辽宁师范大学,"爸能,五星,查寝,北山,纯勾史,我爷,天天,我踏马,该下,抖音,陈年,断电,一条,脖子,公办,吃快餐,一拖,辽师,腊鸡,贬低,蒋佳,浓厚,亏贼,多批,提到,技校,校领导,易班,一趟,海宝来,哥们,苦难,违禁品,池浅,狗史,铁丝网,我能,马栏子,假鞋,零昏,后无来者,交大"
辽宁师范大学海华学院,"海华是,狗样,民办,不想,暖气,还史,早晚,穷人,cuanxi,三星,庄河,水脏,篮子,1000,大连,室友,三万多,清华,学校,推荐,学院"
辽宁师范高等专科学校,"复读生,沈阳,阜新,早晚自习,小点,来昂,早读,白塔,空城计,高中,之气,辽师,前任,建校,那系"
辽宁广告职业学院,"辽宁,脏乱差,烤肠,东北,辽广,二百,导员,盛产,周五,赶紧,可来,21,大学,民办"
辽宁建筑职业学院,"男寝,查错,分期,冷藏室,满分,太假,好多,666,我来,按计划,学生会,的哥,评论,六星,喜欢,抱怨,删帖,全删"
辽宁机电职业技术学院,"医务室,公办,无脑,离寝,叠被,两分,大二,cjb,2.2,笑死人,六星,食堂,学生会,机电,文坛,直望,做华伦,吱声,神话,那届,冲击波"
辽宁民族师范高等专科学校,"插排,有个,app,越破,屁股,天道"
辽宁特殊教育师范高等专科学校,"王琪,导员,有胆"
辽宁现代服务职业技术学院,"狗币,寝室,社懒,服务员,开玩笑,女友,后院,辽服,徐家大,服院,文艺部,毕业证,弯路"
辽宁理工学院,"渤海,最低,妖风,民办,难忘,水浅,祖安,试图,评分,犊子,能装,没网,高素质,晚上,渣滓洞,做学问,断电,文传,一批"
辽宁理工职业大学,"学费,唯一,南校,骗子,民办,太小,母校,二星,皇家,金凯博,赵晚,别来,lj,垃圾,速来"
辽宁生态工程职业学院,"怎么着,12,232,刘奇,校里检,彼阳,寝室,生态,刘佳明,公办,集贸,南校,太棒了,事真,得交,早操,3.9,分刷,断水,der,池浅,不上,一星,玩意,园林工程"
辽宁省交通高等专科学校,"不信,666,林果,上海交通大学,辽交,狗王,1971,道桥,地铁,差评,逼样,nb,QwQ,要学道,清华,币市,出门在外,范小勤,辽宁,交校,母校,上海交大,白叫,内个,升旗仪式,石台,有面,垃圾,早操,张鑫炎,学生会"
辽宁石化职业技术学院,"同市,战俘,击中,出生,老师,汪汪,够视,垃圾,妖风,豆腐块,安日,公办,滨海,有瘾,学生会,化校,六颗,逆天,后悔,马尿,跑操,731"
辽宁石油化工大学,"辽石话,真给,查寝,加一,断电,校史,1500,别评,tmd,2.6,保洁,六晚,管理所,家政公司,一星,招人刷分,纯纯,晚自习,行不行,极限,爆改,清华北大,tm,十度,本降,家政,残羹,公办,二本,活着,还查,出生,内部人员,挖坑,古板,只会查,扫雪"
辽宁科技大学,"男宿,宿舍,狗屁,叠被,下床,勾史,有个,春生,不装,查寝,孩纸,冬冷夏热,天天,气死,六床,龙源,烧鸭,查个,龙源查,16,大学,总去,大专,计软,行不行,加进来,鸡公,18,一星,桃源,起个,2023,疑似,寝室"
辽宁科技学院,"xzr,爷爷,阎罗殿,内务,七舍,666,新学期,打分,导员,冒充,专升本,纯石,叠被,没过,停电,不签,铁山,查寝,纯纯,公办,二楼,4.7,一分,总归一句,收拾,半宿,5.5,宁当,叫醒,评价,敌人,极限,六星"
辽宁经济职业技术学院,"陈昌泽在,导员,太贵,堪比,团体操,飒比,64,操蛋"
辽宁职业学院,"签捏,农校,一星,铲雪,pc,贵校,鸡柳饭"
辽宁装备制造职业技术学院,"李昆龙,助导,有钱,23,纹满,好评,下桌,私募,交校,下着雪,男女比例,混日子,特么,我勒个,喷一地,饮水机,辽交,siao,大专,那俩,七楼,水浅,666,我哩个"
辽宁财贸学院,"民办,锦衣卫,垃圾,校园,清北和央财,皇家,海事,宝宝,管住,兄弟,脑萎缩,垃圾桶,堪比,民办学校,门禁,回到,交学费,没管,令人发指,宿舍,上联,四年,反诈,加点,集贸,最严,辽菜,禁食,10"
辽宁轨道交通职业学院,"静物,六星,带够,舍务部,预备党员,同学,校规,中专生,军事学院,狗牌,评价,后悔,没下,勾史,学姐,盘点,离校,不难,监狱,祖安,星真,报下学,叠被,官样,哪科,这来,公办,评论,男女比例,别来"
辽宁轻工职业学院,"垃圾,休闲,母校,校徽,人寝,极限,10,图书馆,有用,公办,从南到北"
辽宁金融职业学院,"冯瑞兵,字史,确实,黄埔军校,电商"
辽宁铁道职业技术学院,"玩意,丁鹏远,千万别,前男友,我江浩冉,一回,混子,哥们,到此一游,一星,专科,sb,公办,名牌货,内务,重生,拷打,cd,铁路,学校,官威,集贸,不让,410,高中,小青华,吸烟室,哈哈哈哈,就业率,孙中孙,和尚,很波,辽铁院,肾宝,PC,季泽,二本,狗屁,玩游戏"
辽源职业技术学院,"偏僻,辽职,说史,三千五,钩史,专升本,没得说,寝室,李昌海,网卡,职大,事比屁"
辽阳职业技术学院,"崔铭,学生会,公正,为啥,学校,自评,别来,雷锋,白给,三本,黄腔,成年,一点,天天,五年制,小伙"
达州中医药职业学院,"早自习,拖达变,10000,要死不活"
达州职业技术学院,"校门口,整到,六星,土立,好评,巨婴,达州,乞丐,满课,职院,亚麻,没错,极限,勾史,成份"
运城学院,"运专,运院,幻想,校规,祝好,学生会,女铜,前任,薛伟豪,公办,985,进出,厕所,草皮,之根,杨包村,宜人,黄蕊,死规矩,羽毛球场,高校,神中神,在读,胡海,yyds,和蔼可亲,真真,三千多亩,学生手册,刚来,校园卡,垃圾,外省"
运城师范高等专科学校,"墙皮,公办,学校,评论,设施,剩下"
运城幼儿师范高等专科学校,"打满昏,公办,冒火,董子"
运城护理职业学院,"王学峰,杨同学,熬不过,坨史"
运城职业技术大学,"哥们,宿舍楼,合作伙伴,学妹,五点,路灯,大专,断电,云闪付,校内,五分,说实话,眼里,自习室,看不起,公园,形容,运职,最贵,网红,日内瓦,民办,听说,风韵,换来,舒服,奶牛,张泽,1000,空调,运城,好吃,别具,加勒比,榨干,五星上将,实则,皇家,强制"
连云港师范高等专科学校,"一比,师范大学,宿舍,学前,食堂,28,我学音,养老院,专转本,己身,好好,洗漱,学姐"
连云港职业技术学院,"吊斜,lj,20,笔去,保释,陈福梅,专升本,人话,很烦,鹅贼,毕了业,连云港,六星,大真,连大,还行,请假,学生会,宿管,小混混,学校,打六星,学长,大一,一万遍,卫浴,公办"
通化师范学院,"通知书,老师,call,文静,这分,学校,评分表,乏善可陈,你配,二本,抖音,垃圾,09,王薪恺,彳亍,梅丽娜,分给,一针见血,通师,一星"
通辽职业学院,"三国,凑齐,不上,学分,高中,一颗,冒充,越破,是民大,公办,爆改,做风,会配,哥们,徐墨,懂得,比鸿德强,23,鹏程,事贼,坏处,学生会,Q7,寻思,盲盒,3.9,学校,奇葩,职院,以贵,确实,牛马,舍友,海龙,宿舍,赶紧,东西,护理学,民大,摇头,大哥,很装笔,好听,五分,迟靖岩,陈冠希"
遵义医科大学,"校区,被删,遵医,导员,母校,辅导员,666,学了,挂壁,总有,IZMU,含金量,大嘘,这届,小米,医科大,官僚主义,龙见钊,第十,贵医,五星,六颗,王科进,麻瓜,分数线,没读,贵大,就读,贵校,遥控,ZMU,跑跑"
遵义医科大学医学与科技学院,"医专,实家,可气,民办,妖风,学校,隔壁,八嘎,校门,冒充"
遵义医药高等专科学校,"医专,医科大,某康,更爱,学校,扶不起,满昏"
遵义师范学院,"老婆,空调,遵义,解决,遵师,申硕,还特,放书,旅游,满昏,官威,限电"
遵义职业技术学院,"李加,停电,韩剧,可爱"
邢台医学高等专科学校,"中专,高中,13,强烈建议,教室,同学,丝袜,真服了,六星,造娃,专科,劳地"
邢台学院,"内破,校徽,舍友,官威,12,神剧,ppt,限电,马尿,光酿,一餐,机电,打分,没事,我滴,古风,真烂,这娘,蒸房"
邢台应用技术职业学院,"不好,高分,学校,民办,五星,大学,答题卡,吃不上,字史,退学,贫困县,事不干全,职业"
邯郸学院,"小黑子,邯郸,笔记,叫个,狗石,李函政,聊胜于无,初生,领完,21,童锦程,三幢,跳闸,哥们儿,勾试,视频,限电,学院,湖里,别想,介绍,室友,公关,嫌弃,赵亮,卖不出去,拿下,评分"
邯郸幼儿师范高等专科学校,"起价,随意,公办,点赞"
邯郸科技职业学院,"大一狗,情校,冀南,app,贵校,姓葛,能考,鱼龙混杂,666"
邯郸职业技术学院,"我要,星空,终究,张润恒,烂货,马宁"
邵阳学院,"老师,屁事,周润,好玩,档次,实习,关系户,公办,四年,水博,标的,室长,中南大学,依托,普普通通,开个,恨铁不成钢,细说,护理学,随便说说,真草,21,垃圾,大二,抖音,永远,邵院,看祖,小丑,猪开,考个"
邵阳职业技术学院,"低分,小马,真不错,乱搞,上辈子,黄仕伟"
郑州体育职业学院,"王八,一盆,人样,学生会,pian,22,二百米,之史,9.30,儿子,寒假,民办,追求,一场"
郑州信息工程职业学院,"停电,取消,学校,胶泥,煲汤,民办,待遇,学历,哈比,别鲁,大龙,扫地,百分之,便宜,原神,工贸,一根,慈禧,信息工程,评分,勾史,皇家,洗衣机,水浅"
郑州信息科技职业学院,"广播电视,比破,开放,团课,正新"
郑州医药健康职业学院,"荒诞,背靠,大专,当初,对不起,康复,学校,堪比,评价,成分,啥时候,你家,不让,2.0,爬坡,四栋,民办"
郑州升达经贸管理学院,"臭水沟,女骗子,宁夏,一星,评论,幼稚,民办,苍蝇,提一嘴,有节,校园,满分,好吃,抽个,六星,保护,爱看,级史,朱兴哲,劳动,干活,取之于,读书,周年,208c,就业,劳资,陶鑫源,深情,五次,理人,对象,大学"
郑州卫生健康职业学院,"网报,山里,加课"
郑州商学院,"研了,下虎,学校,嘎嘎响,班主任,一进,本事,外加,网工,导员,不让,爆满,清洁工,高中,学费,大学,改了,交着,规则,皇家,能力,回到,三流,过车,光整,发配,小姐姐,派对,评分,民办"
郑州商贸旅游职业学院,"唾沫,打个,我家,确实,两年,说些"
郑州城市职业学院,"大专,导了,烙铁,罗马,橛子,不让,际涯,填不完,不好意思,表面,牛马,最贵,嘴子,学校,冲澡,民办,徐福,面子,学生会,安排,黑涩,妖风"
郑州城建职业学院,"中原,最低,河南省,shadiao,五星级,走出,学生,学校,进班,25,炸裂,之史,深山,民办"
郑州大学,"我大,分多高,郑州大学,考不上,全校学生,电桩,Goat,24,211,esi,院校,大学,985,一问,附院,啊啊啊,分数线,西郊,资料,够用,落寞,公办,外央财,不懂装懂,拨给,大四,小时候,记得,匠心,总活,学校,日常,高校,平原,分文不取,没事,清华北大,考上,母校,满分,静静,一亿,蒲传涛,同学,烂透,分能,亚洲,懂个,郑大,期是,zzu,9.3,郑大人,排面,计科,河南人,工大,汉语言,校园网,一万多名,透了心,小学,数最多,我信,南核,公园,河南,人民,我来"
郑州工业安全职业学院,"中专,小莉,玩意,勾丝,黄沙,极限,技师,封校,牛子,体育老师,六星,这坨史,字史,点生,依托,奇葩,重生,特种兵,大专,晚归"
郑州工业应用技术学院,"好几个,哪来,桥洞,他名,犹如,垃圾,新郑市,它史,校区,宿舍,23,隔壁,言而无信,只想去,五星,流传,寝室,一校,东区,民办,建议,有个,小聪明,华而不实,要交,629"
郑州工商学院,"毕业证,学生,差差,合作伙伴,3.5,贴心,出列,一分,垃圾,上到,死难,666,大学,很会,你妹,好使,vocal,主持人,想法,德育,读完,冷天,班会,钩史,导游,实践,高中,门神,民办,抬举,39,好评"
郑州工程技术学院,"一星,电气专业,初入,学姐,职高,别问,郑工,公办,湖是,学校,郑师,能建好,拉面,非遗,专升本,666,iPhone,冬冷夏热,大学,名字,零分,龙子,奇葩,工口,加油,极限,高校,男人,宁做,我见,前女友,导员,名里,勾史,英才"
郑州师范学院,"评价,升本,前女友,校徽,会装,潇洒,金洼,三颗,喝干,扯淡,冯昕,五星,汉语言,带笔,那颗星,师范,直说"
郑州幼儿师范高等专科学校,"钢琴,勾史,感觉,美女,快递,幼专,操场,查寝"
郑州旅游职业学院,"vx,驿站,真无语,垃圾桶,卫生,垃圾,极限,鞋子,奴材,流浪狗,没到,粽骑,保洁,TGF,黑瓷"
郑州澍青医学高等专科学校,"民办,郑职院,不用谢,带杯"
郑州理工职业学院,"出门,小妹,郭雨馨,一星,还整,真受不了,王涵,有没有,妹妹,信息工程,分期,没事儿,2305,皇家,私募,倒霉,学校,垃圾桶,八打,理工,事多,这一星,民办,校区,极致,早操,fw,城轨,后悔"
郑州电力职业技术学院,"中专,夜夜,翻到,停水,收留,高中,合作伙伴,民办,牛马,二臂,超级,评价,说真的,狗屁,工是,晚自习,电力,一读,耶路撒冷"
郑州电力高等专科学校,"张斌,我电,打卡,史大,双元,最起码,似一专,学生会,很难,六星,公办,挺严,yyds,勾史味,一万五,电专,韩帅,五星上将,就业,一星,兄弟,90,高中,早晚自习,就业率,保养,good"
郑州电子信息职业技术学院,"批发市场,太好了,分期付款,中介,评星,宿舍,格局,高中,流水线,手机卡,给你个,依托,荒草,网费,上个,不来,五费,民办,剪断,乐色,骡子,老弟,真服"
郑州电子商务职业学院,高强
郑州科技学院,"三个,大烟,戒掉,刘氏,宣传,评分,效率,五分,块钱,外日,增进感情,捞钱,至善,有钱,回复,问卷,超过,校园网,有没有,倒闭,整改,勾史,黑心,笃行,学校,破校,下载,毛利,菜鸟,1500,隔壁,寝室,长戟,民办,水费,坑哈,建院,一星,垃圾"
郑州经贸学院,"分厂,特别,常务,专升本,吴卓,螺丝,圈钱,刘一,朱延明,厂区,堪比,三本,智慧,80,不查,怀念,无底洞,民办,活动,敬老院,富士康,还好,电子厂,商务"
郑州职业技术学院,"勾十,一厕,无话可说,限电,电商,狗史,网速,空调,小馒头,陋室铭,当狗,战损,郭明,升本,狗食,早自习,奥斯维辛,15,低分,那好,侧脸,勾史,光透,勾试,一住,马寨,早八给,大专"
郑州航空工业管理学院,"情商,代军,蒋总牛,加油,几眼,空调,有目共睹,自愧不如,乐色,锐评,请壮,good,航空航天,汽修,力量雄厚,GS,国励,郑航杯,洗头,大一,航专不大,纯纯,舍友,职高,电动车,母校,航专,差不差,一年,加速度,陈样,能换,改名,妹子,元知,公办,地方,空姐"
郑州西亚斯学院,中外合作办学
郑州财税金融职业学院,"郭欣睿,饭真,德尔,老师,张辛扬,重量级,观赛,高分,22,学姐,em,回趟,数媒"
郑州财经学院,"民办,不收,手抖,职业,最低,0.03,垃圾,找对象,当初,一星,毕业生,网络,母校,挺不错,王八,哥们,治好,失之交臂,卡成,没人,大学,比赛,2G,网速,一批,消失,0.3,西亚斯,坚守岗位,学校,考研"
郑州轨道工程职业学院,"学费,学校,民办,回家,这破,酒店,中专,依托,305,黑店,lj,假嘟"
郑州轻工业大学,"郑轻,哪来,工程,轻专,细说,评上,带飞,23,责难,摆之则,计科,成长,双非,努力,21,学长,洗澡,素未谋面,母校,毕业证,厉害,xiao,公办,原神,奈子,专升本,nznp,几年,同届,美女,方方正正,一楼,不为,保密,袁玮,收容所,画面,全评,宿舍,中烟"
郑州铁路职业技术学院,"避雷,12,最严,升本,纯纯,黑帮,宿舍,男大,请不起,晚自习,动周,不让,工地,官威,劝告,垃圾,一聚,23A2,勾史,利生,免费,名为,学校,铜锣湾,满昏,宋子,玩意,正科,依托,号楼,大专,没冲过,骄傲"
郑州黄河护理职业学院,"孟世醒,班里,黄护,高中,超级,范雪利赏,高校,报应,住宿费,武术,劝人,一年,希波,神话,网卡,没课,妈妈,民办,学校,大专,大学生"
郴州职业技术学院,"4500,公办,刘展,送往,学姐,工商职业,溢出,通摇人,寝室,肖华是,天堂,蒋权,学妹"
鄂尔多斯应用技术学院,"医学系,周健宇,康巴,逆天,职高,满昏,4.7,严抓,解决问题,毕业证,鄂应院,遗风,六颗,球球,太低,时事,舍友,新开,一开,加油,王泽旭,加个,公办,找过,既来之,哈哈哈,满分,鲁叟谈,干倒,校领导,一昏,别来,管管,bb,好点,da,你好,满清,tm,上课,学校,泡面,母校,空架子,比民大低,仅此而已"
鄂尔多斯生态环境职业学院,"学长,无期徒刑,武略,这烂,外卖,母校,公办,学校,吱声,挺不错,宿舍,六号楼,专升本,养生,生态环境,大专生,贵校,池浅,带笔,随便,专科,肯定,网是,糖求,老师,绝绝子,孕率,蛋球事,玩意,考来,下桌,调料,志愿者,4.1,板装,断网,汗流浃背,讨吃"
鄂尔多斯职业学院,"逃课,女生,后山,应院,七点,3.9,早下,吸出来,篮球馆,差评,字儿,鄂职,评论,谈恋爱,占地,周六日,生态,课后,初入,学校,高三,字史,清华北大,说烂,好吃,为啥,不升本,压根,装逼,大奋,调料,吸烟室,职院,公办,磨刀不误砍柴工,单班,讨大,太平间,跑操,11,脱离苦海,地图,图标,单防,漏暖,农牧,张婧,乡关,垃圾"
鄂州职业大学,"好多,985,学长,万里长征,旧时代,极限,加史,早读,鄂州市,校草,刘羿博,21,鄂大,女权,23,依托,一分,我要"
酒泉职业技术学院,"无奇,宿舍,学校,新能源,杯劣,敢为人先,下载,职院,勾式,美得,宋沂文,没法,学生会,无从说起,66,机电,早八,亏大,酒泉,永远,冻死,池浅,毕业证,重铸,跑操,赶不及,烦死,屁事,婊太骚,飞贼,一星,反正,团干,农奴,酒职,七点,团员,手机,1TB,通报批评"
重庆三峡医药高等专科学校,"晚自习,高专,梦回,智齿,大一,大专,五星上将,寝室,开除,国本,分太低,军训,刚读,这出,吉沃,医科大,六星,医专,要命,校徽"
重庆三峡学院,"风景,升大,修好,前女友,万州区,一星,多一星,升大满,清北,妈妈,爬山,永远,数学系,没修,人情味,医专,穷哈,观光车,学校,宿舍,校区,前男友,回购,派斯,这读,我乐,五星,山上"
重庆三峡职业学院,"校旗,发配,男较,大勾史,打卡,宿管,历史感,公办,双高,前女友,学校,院草,溢出,堪比,撑门面,差评,山鸡,没什么"
重庆交通大学,"住宿,牛肉,宣传,普信胶,建规,800,胶兵,交同,没课,唠麻,还发,我礼园,男女比例,我交,李俊,一阶导,21,评价,重交,河海,包吃,垃圾,回忆,土木,校区,win,自习室,炒蛋,徐龙龙,一万遍,筷子,校友,走读,普鲁士,泰裤,双福,打灰,情色,学院,阿三,央企打,重庆,报考"
重庆交通职业学院,基地
重庆人文科技学院,"书比,总体而言,大专,适合,男孩,最帅,动物园,记住,别来,集中营,民办,每次,吃面,打差评,出名,大山,打六星,宿舍"
重庆传媒职业学院,"学校,隔壁,信物,八辈子,成人版,食堂,早操,郭涛,查寝"
重庆信息技术职业学院,"搞个,统考,闭眼,神族,校区,两个,找对象,一星,分不清楚,信息技术,白班,学校,民办,宿管,神话"
重庆健康职业学院,"全校,太大,一秒,创造,民办,健康"
重庆公共运输职业学院,"螺丝,公共,再造之恩,真牛,洗衣,民办,交职,还收,学费,最多,学校,当牛马,刘潇云,地雷,会评"
重庆化工职业学院,"冰城,专为川维,公办,杨凡,六昏,评价,电子厂,小是"
重庆医科大学,"混住,似一医,宝贝疙瘩,win,收留,西迁,南昌大学,开不起,母校,上医,类前,不多,三流,吴章,lhz,精神,提到,照片,校区,社的,ljy,五分,xiao,洗钱,室友,学姐,生态环境,办公室,过得,食堂,评分,二课,虫医,怀念,崇医,我分,重医,第二课堂"
重庆医药高等专科学校,"校区,梦回,难评,一大群,公办,多得,promax,专科,勾史,10,臭水沟,垃圾,专业,医专,学校,五星,爱死,不错,高专,母校,喜欢,人上,好用,分比"
重庆商务职业学院,"史中,牢里,屁事,烟气,男女比例,EA,二教五楼,贵校,盖栋,尽出,商院"
重庆城市科技学院,"泥巴,太好了,抢钱,热情,打六星,128,母校,大山,校区,一分,流水,冒充,朋友,高职,如潮,毕业,民办,APP,食堂,校没建,下桌,本科,我要,实力,学院,课表,尚好,程龙,停电"
